pref_id;pref_name;year;month;year_month;date;n_m;n_f;n_total;ln_ratio_mf;;u_rate;n_ei_insured;n_care_need_2to5;n_ltc_facility_users;share_75plus;z_u_rate;z_ln_ei;z_ln_need;z_ln_fac;z_oldshare75;moy;t_index;ln_ei;ln_need;ln_fac
26;Kyoto;2015;12;201512;2015-12-01;2;11;13;-1.52605630349505;;3;719848;77268;21013;0.13;0.495398802486044;0.326182362065889;0.525412400476878;0.451324136320077;-0.836484414564881;12;1;13.486795357594;11.2550351773262;9.95289657279367
27;Osaka;2015;12;201512;2015-12-01;20;50;70;-0.901548450136952;;3.6;3411610;232672;49864;0.119;1.32758026072023;2.17342603407765;2.19637638715736;1.84277922465814;-1.36752041435619;12;1;15.0426948785988;12.3573850154498;10.8170545784887
28;Hyogo;2015;12;201512;2015-12-01;9;17;26;-0.610909082322973;;3.5;1326090;132470;37718;0.127;1.18888335101453;1.05153347766101;1.34255507409528;1.3932767082854;-0.981312414507964;12;1;14.0977453207278;11.7941114836783;10.5378927130723
29;Nara;2015;12;201512;2015-12-01;2;8;10;-1.22377543162212;;3.2;229962;36402;10927;0.133;0.77279262189744;-1.02862092398126;-0.615478928117731;-0.601583714212336;-0.691656414621798;12;1;12.3456693568641;10.5023789971704;9.29899206957075
30;Wakayama;2015;12;201512;2015-12-01;0;7;7;-2.70805020110221;;2.4;230691;34240;9305;0.155;-0.336782655748142;-1.0248631848868;-0.708291326968374;-0.860316285036811;0.370415584960812;12;1;12.3488344316974;10.4411498302557;9.13830716907635
31;Tottori;2015;12;201512;2015-12-01;0;4;4;-2.19722457733622;;2.4;157252;19426;6180;0.159;-0.336782655748142;-1.47985293877313;-1.56743111374491;-1.51925851227018;0.563519584884923;12;1;11.9656048930828;9.87436765396228;8.72907355045174
32;Shimane;2015;12;201512;2015-12-01;0;2;2;-1.6094379124341;;2.6;200159;25220;8038;0.179;-0.0593888363367464;-1.1934138061099;-1.17176425257638;-1.09600177080531;1.52903958450548;12;1;12.2068673296851;10.1353926095189;8.99193557500915
33;Okayama;2015;12;201512;2015-12-01;1;14;15;-2.26868354131836;;3;567205;59167;16433;0.143;0.495398802486044;0.0432374860614788;0.120815860442391;0.055460263159473;-0.208896414811521;12;1;13.2484760693939;10.9881192330164;9.70704678718129
34;Hiroshima;2015;12;201512;2015-12-01;5;19;24;-1.26566637333128;;2.9;965404;74950;21513;0.132;0.356701892780346;0.674648429440315;0.479242532043041;0.489189446094063;-0.739932414602825;12;1;13.7803019455602;11.2245765035307;9.97641268255068
35;Yamaguchi;2015;12;201512;2015-12-01;1;8;9;-1.73460105538811;;2.8;388107;43001;12776;0.162;0.218004983074649;-0.407252795675914;-0.362943833712482;-0.349860733999758;0.708347584828006;12;1;12.8690363537828;10.6689786502192;9.45532368989485
36;Tokushima;2015;12;201512;2015-12-01;1;6;7;-1.46633706879343;;2.7;196174;26231;8256;0.16;0.0793080733689514;-1.21728946486188;-1.11218557169788;-1.05291333505458;0.611795584865951;12;1;12.1867572994932;10.1746971964194;9.01869548772134
37;Kagawa;2015;12;201512;2015-12-01;2;5;7;-0.78845736036427;;2.7;310637;29689;9267;0.15;0.0793080733689514;-0.671601468664317;-0.924474466631296;-0.866905467879988;0.129035585055673;12;1;12.6463803068776;10.2985318858164;9.13421498158669
38;Ehime;2015;12;201512;2015-12-01;3;6;9;-0.619039208406224;;2.5;388733;45678;12154;0.157;-0.198085746042444;-0.405339352877523;-0.27139829147246;-0.430225239588991;0.466967584922867;12;1;12.8706480116159;10.7293720605343;9.4054136126953
39;Kochi;2015;12;201512;2015-12-01;1;4;5;-1.09861228866811;;2.7;193354;25456;8074;0.172;0.0793080733689514;-1.23448004965113;-1.15764569081166;-1.08880629028913;1.19110758463828;12;1;12.1722779846932;10.1447067505776;8.99640430141289
40;Fukuoka;2015;12;201512;2015-12-01;6;40;46;-1.8294997972109;;3.8;1611859;121471;36578;0.124;1.60497408013163;1.28322960847135;1.21116280152847;1.34385934870826;-1.12614041445105;12;1;14.2928987292404;11.7074308301458;10.5072022457645
41;Saga;2015;12;201512;2015-12-01;0;4;4;-2.19722457733622;;3;231071;20709;6745;0.145;0.495398802486044;-1.02290912378203;-1.47048530630458;-1.37839426256977;-0.112344414849466;12;1;12.3504803015861;9.93832366737159;8.81655676864186
42;Nagasaki;2015;12;201512;2015-12-01;1;9;10;-1.84582669049833;;2.6;356406;41888;11783;0.156;-0.0593888363367464;-0.50841912208409;-0.402694670674122;-0.480141840018882;0.41869158494184;12;1;12.7838258094539;10.6427546687096;9.37441309371334
43;Kumamoto;2015;12;201512;2015-12-01;1;12;13;-2.12026353620009;;2.9;465604;54670;15802;0.154;0.356701892780346;-0.19110846425858;0.00099204213662673;-0.00758655829564986;0.322139584979784;12;1;13.0510907664278;10.909070391889;9.66789179328268
44;Oita;2015;12;201512;2015-12-01;0;7;7;-2.70805020110221;;3.1;323102;33238;10066;0.157;0.634095712191742;-0.624891400714693;-0.753312321693879;-0.733737122008841;0.466967584922867;12;1;12.6857233418275;10.4114490786875;9.2169186873363
45;Miyazaki;2015;12;201512;2015-12-01;1;6;7;-1.46633706879343;;2.7;285747;31687;9455;0.155;0.0793080733689514;-0.770758585580357;-0.825749265484836;-0.834566493846946;0.370415584960812;12;1;12.5628620829143;10.3636617811163;9.15429898109256
46;Kagoshima;2015;12;201512;2015-12-01;1;20;21;-2.6149597780362;;3.4;442826;52360;16469;0.161;1.05018644130883;-0.250659291144146;-0.0644492015762926;0.0589838615855085;0.660071584846978;12;1;13.0009321953467;10.8658982200238;9.70923510487421
47;Okinawa;2015;12;201512;2015-12-01;3;11;14;-1.18958406687384;;4.7;388470;32661;8596;0.102;2.85324626748291;-0.406142867774372;-0.779857505105039;-0.987931430527342;-2.18821241403366;12;1;12.869971225731;10.3939369845493;9.0590522577624
1;Hokkaido;2016;1;201601;2016-01-01;6;12;18;-0.653926467406664;;3.7;1450613;141750;42554;0.143;1.46627717042593;1.1580910154418;1.44518933657824;1.58752378381685;-0.208896414811521;1;2;14.1874967836802;11.86182022159;10.6585291366337
2;Aomori;2016;1;201601;2016-01-01;2;3;5;-0.336472236621213;;4.4;345136;45417;11449;0.154;2.43715553836581;-0.546567865692644;-0.280084390942635;-0.526443421300341;0.322139584979784;1;2;12.7516938212345;10.72364176328;9.34565766892381
3;Iwate;2016;1;201601;2016-01-01;5;9;14;-0.54654370636807;;3.1;360585;43175;13112;0.163;0.634095712191742;-0.49457911791493;-0.356822569158111;-0.308061223422257;0.756623584809034;1;2;12.7954829915484;10.6730169030149;9.48128312042367
4;Miyagi;2016;1;201601;2016-01-01;3;11;14;-1.18958406687384;;3.8;696403;56372;16445;0.129;1.60497408013163;0.286870617229979;0.0474632474517656;0.0566356529266639;-0.884760414545909;1;2;13.4536837947359;10.9397278603114;9.70777675862316
5;Akita;2016;1;201601;2016-01-01;1;4;5;-1.09861228866811;;3.7;281701;41491;12269;0.185;1.46627717042593;-0.787689476228833;-0.417129602911585;-0.415061438747032;1.81869558439164;1;2;12.5486015037339;10.6332318152298;9.41483103479118
6;Yamagata;2016;1;201601;2016-01-01;2;3;5;-0.336472236621213;;2.9;317238;38123;11675;0.169;0.356701892780346;-0.646636836064134;-0.545457051318783;-0.494968450338079;1.0462795846952;1;2;12.6674075598021;10.5485730535173;9.3652050825371
7;Fukushima;2016;1;201601;2016-01-01;1;15;16;-2.33537491581704;;3.1;558823;60697;17681;0.15;0.634095712191742;0.0255616842084865;0.159515230494688;0.173324439974875;0.129035585055673;1;2;13.2335880651457;11.0136495524325;9.78024589567809
8;Ibaraki;2016;1;201601;2016-01-01;2;5;7;-0.78845736036427;;3.1;746947;69905;23267;0.124;0.634095712191742;0.370056227537934;0.373614056274238;0.615393638381471;-1.12614041445105;1;2;13.5237495111293;11.1548924564219;10.0547913266273
9;Tochigi;2016;1;201601;2016-01-01;4;4;8;0 ;;2.9;539419;45732;12978;0.122;0.356701892780346;-0.0163959556107754;-0.269607365048244;-0.32460141628989;-1.2226924144131;1;2;13.1982479133907;10.7305535506619;9.47101089518111
10;Gunma;2016;1;201601;2016-01-01;4;4;8;0 ;;3;570730;51497;15376;0.132;0.495398802486044;0.0505930451925485;-0.0896412023604189;-0.051590786281494;-0.739932414602825;1;2;13.2546715221662;10.8492788325279;9.64056313121007
11;Saitama;2016;1;201601;2016-01-01;11;19;30;-0.528067430200497;;3.2;1397188;139829;42156;0.107;0.77279262189744;1.11353990994438;1.42450643413719;1.57239313270419;-1.94683241412852;1;2;14.1499722032722;11.8481755264682;10.6491323020538
12;Chiba;2016;1;201601;2016-01-01;6;19;25;-1.09861228866811;;2.9;1120174;131190;35332;0.114;0.356701892780346;0.851183957445415;1.32783714261496;1.28805368809348;-1.60890041426132;1;2;13.9289945883475;11.7844019330751;10.472544347865
13;Tokyo;2016;1;201601;2016-01-01;75;139;214;-0.613931945006441;;3.5;9410781;290511;70545;0.109;1.18888335101453;3.3780962043588;2.53290618070058;2.40143566623829;-1.85028041416646;1;2;16.0573665049294;12.5793967203059;11.1640060830473
14;Kanagawa;2016;1;201601;2016-01-01;12;34;46;-1.01523067972906;;3.2;2056386;198248;51078;0.109;0.77279262189744;1.5723987841976;1.95367697729196;1.88151156622057;-1.85028041416646;1;2;14.5364606311263;12.1972740511738;10.8411091551121
15;Niigata;2016;1;201601;2016-01-01;4;11;15;-0.93826963859293;;3.2;703900;76675;25487;0.156;0.77279262189744;0.299583448333403;0.513734237316906;0.76213386308379;0.41869158494184;1;2;13.4643915795962;11.2473309889825;10.1459237972307
16;Toyama;2016;1;201601;2016-01-01;1;7;8;-1.6094379124341;;2.5;354426;34746;11529;0.15;-0.198085746042444;-0.515033240697888;-0.686054389022393;-0.515231357821243;0.129035585055673;1;2;12.7782548584532;10.4558197364538;9.35262087923295
17;Ishikawa;2016;1;201601;2016-01-01;2;4;6;-0.587786664902119;;2.5;362301;31404;10839;0.133;-0.198085746042444;-0.488942469827233;-0.839348033969783;-0.614603758002932;-0.691656414621798;1;2;12.8002306370229;10.3546905523181;9.29090601981575
18;Fukui;2016;1;201601;2016-01-01;0;4;4;-2.19722457733622;;2.1;247588;23619;7938;0.147;-0.752873384865235;-0.940940047848135;-1.27118061061979;-1.1161595949152;-0.0157924148874103;1;2;12.4195213533515;10.0698067518526;8.97941663334301
19;Yamanashi;2016;1;201601;2016-01-01;0;0;0;0 ;;2.6;206066;24895;6497;0.144;-0.0593888363367464;-1.15888325002053;-1.19142496983212;-1.43871337082022;-0.160620414830494;1;2;12.2359517848078;10.1224222590763;8.77909581088053
20;Nagano;2016;1;201601;2016-01-01;3;8;11;-0.887303195000903;;2.9;597575;60721;19375;0.157;0.356701892780346;0.105163334834494;0.160114477421377;0.320645117297084;0.466967584922867;1;2;13.300635077923;11.0140448809721;9.87173885422155
21;Gifu;2016;1;201601;2016-01-01;1;8;9;-1.73460105538811;;2.4;563167;53867;16175;0.136;-0.336782655748142;0.0347550732017588;-0.0214376492910212;0.0299796052202814;-0.546828414678714;1;2;13.2413314883593;10.8942733245007;9.6912221193691
22;Shizuoka;2016;1;201601;2016-01-01;6;8;14;-0.268263986594679;;2.6;1104235;85835;29892;0.135;-0.0593888363367464;0.834169171252336;0.684796256051619;1.01883352152049;-0.595104414659742;1;2;13.9146633454861;11.360182127705;10.3053461650502
23;Aichi;2016;1;201601;2016-01-01;20;21;41;-0.0476280489892546;;2.7;2690940;144687;39939;0.108;0.0793080733689514;1.89169873472311;1.47627554064008;1.48540487637354;-1.89855641414749;1;2;14.8054011329164;11.8823280675332;10.5951085691
24;Mie;2016;1;201601;2016-01-01;3;6;9;-0.619039208406224;;2.2;468328;50862;15318;0.137;-0.614176475159537;-0.184182731737561;-0.108448695203605;-0.0576760731036223;-0.498552414697687;1;2;13.0569241841167;10.8368713618365;9.63678388646954
25;Shiga;2016;1;201601;2016-01-01;4;5;9;-0.200670695462151;;2.4;362944;32133;8505;0.114;-0.336782655748142;-0.486837242594005;-0.804562592081828;-1.00506824187917;-1.60890041426132;1;2;12.8020038313737;10.3776388184327;9.04840950482996
26;Kyoto;2016;1;201601;2016-01-01;5;9;14;-0.54654370636807;;3.3;717387;77221;20762;0.13;0.911489531603137;0.322116460226852;0.524490088279308;0.431974690977169;-0.836484414564881;1;2;13.4833707229237;11.2544267197473;9.94087967175319
27;Osaka;2016;1;201601;2016-01-01;21;41;62;-0.657640492103036;;3.9;3404178;232223;49777;0.119;1.74367098983732;2.17083685293335;2.19344839948683;1.83996740594589;-1.36752041435619;1;2;15.0405140587301;12.3554533958815;10.8153083089388
28;Hyogo;2016;1;201601;2016-01-01;7;30;37;-1.4028236630711;;3.5;1321526;132218;37499;0.127;1.18888335101453;1.04744027069044;1.3396687568614;1.3839003247077;-0.981312414507964;1;2;14.0942976874451;11.7922073544685;10.5320695449363
29;Nara;2016;1;201601;2016-01-01;2;2;4;0 ;;3;229318;36371;10844;0.133;0.495398802486044;-1.03195044111555;-0.616770352805202;-0.613861155047188;-0.691656414621798;1;2;12.342864965547;10.5015270327914;9.29136721061856
30;Wakayama;2016;1;201601;2016-01-01;0;4;4;-2.19722457733622;;2.4;229954;34125;9219;0.155;-0.336782655748142;-1.02866222721971;-0.713390996979724;-0.875267374165507;0.370415584960812;1;2;12.3456345679027;10.4377855324873;9.12902185079859
31;Tottori;2016;1;201601;2016-01-01;1;2;3;-0.510825623765991;;3.5;156690;19331;6188;0.159;1.18888335101453;-1.48410363426952;-1.57486219422828;-1.51717547710205;0.563519584884923;1;2;11.9620246100985;9.86946530392169;8.73036721169296
32;Shimane;2016;1;201601;2016-01-01;0;6;6;-2.56494935746154;;2.1;199570;25141;8063;0.179;-0.752873384865235;-1.19691263406701;-1.17651991200213;-1.09100149984578;1.52903958450548;1;2;12.203920330962;10.1322552586006;8.99504097468502
33;Okayama;2016;1;201601;2016-01-01;1;17;18;-2.4567357728213;;3.2;565841;58914;16414;0.143;0.77279262189744;0.0403789763353951;0.114320267425927;0.0535974728492655;-0.208896414811521;1;2;13.2460683989923;10.9838340323973;9.70588990818966
34;Hiroshima;2016;1;201601;2016-01-01;3;17;20;-1.6094379124341;;2.9;963154;74735;21561;0.132;0.356701892780346;0.671878155946213;0.474888033798587;0.492778105521641;-0.739932414602825;1;2;13.7779685949212;11.2217038022199;9.97864140613655
35;Yamaguchi;2016;1;201601;2016-01-01;1;4;5;-1.09861228866811;;2.3;387308;42860;12760;0.162;-0.47547956545384;-0.409699521868149;-0.36792236457448;-0.351878511156541;0.708347584828006;1;2;12.8669755211119;10.6656942690276;9.45407055689878
36;Tokushima;2016;1;201601;2016-01-01;0;2;2;-1.6094379124341;;3;195632;26094;8223;0.16;0.495398802486044;-1.22057420575519;-1.12012318551081;-1.05936229527331;0.611795584865951;1;2;12.183990622384;10.1694606818257;9.0146903849709
37;Kagawa;2016;1;201601;2016-01-01;1;5;6;-1.29928298413026;;2.7;309617;29534;9144;0.15;0.0793080733689514;-0.675506312100401;-0.932408973299573;-0.88842041218162;0.129035585055673;1;2;12.643091328751;10.2932974210337;9.12085320547465
38;Ehime;2016;1;201601;2016-01-01;2;8;10;-1.22377543162212;;2.8;387609;45551;12119;0.157;0.218004983074649;-0.408777196901085;-0.275618644007299;-0.434868798083801;0.466967584922867;1;2;12.8677523785434;10.7265878563439;9.40252974796849
39;Kochi;2016;1;201601;2016-01-01;0;5;5;-2.39789527279837;;3;192305;25337;8036;0.172;0.495398802486044;-1.24093875875288;-1.16474835913127;-1.09640246409104;1.19110758463828;1;2;12.1668379322789;10.1400210569691;8.99168672593483
40;Fukuoka;2016;1;201601;2016-01-01;1;24;25;-2.79320800944252;;3.5;1606148;120940;36393;0.124;1.18888335101453;1.27901557221623;1.20452199946998;1.33569487128859;-1.12614041445105;1;2;14.2893493236638;11.7030498338272;10.502131727439
41;Saga;2016;1;201601;2016-01-01;1;3;4;-0.847297860387204;;2.3;229864;20606;6751;0.145;-0.47547956545384;-1.02912698769046;-1.47804332584262;-1.37696256185861;-0.112344414849466;1;2;12.3452431086681;9.93333757450501;8.81744592104187
42;Nagasaki;2016;1;201601;2016-01-01;2;8;10;-1.22377543162212;;2.8;354777;41792;11830;0.156;0.218004983074649;-0.513858047622073;-0.406172653194084;-0.473731909888815;0.41869158494184;1;2;12.7792447020627;10.6404602126361;9.37839395697243
43;Kumamoto;2016;1;201601;2016-01-01;1;6;7;-1.46633706879343;;3;462694;54444;15741;0.154;0.495398802486044;-0.198552006081062;-0.00528718548164054;-0.0138143404361505;0.322139584979784;1;2;13.0448212074456;10.904927929452;9.66402405235482
44;Oita;2016;1;201601;2016-01-01;0;2;2;-1.6094379124341;;3.1;322051;33068;10063;0.157;0.634095712191742;-0.628759637184657;-0.761085071463955;-0.734217082058219;0.466967584922867;1;2;12.6824651970781;10.4063213263726;9.21662060993333
45;Miyazaki;2016;1;201601;2016-01-01;1;7;8;-1.6094379124341;;2.4;284831;31547;9373;0.155;-0.336782655748142;-0.774570590570185;-0.832461323989355;-0.848591996669653;0.370415584960812;1;2;12.559651300911;10.3592337762851;9.14558849474649
46;Kagoshima;2016;1;201601;2016-01-01;2;10;12;-1.43508452528932;;2.5;441220;52186;16442;0.161;-0.198085746042444;-0.254972930087209;-0.0694948835196409;0.0563418859126697;0.660071584846978;1;2;12.9972988962498;10.8625695386652;9.70759431571208
47;Okinawa;2016;1;201601;2016-01-01;3;11;14;-1.18958406687384;;4.3;387551;32669;8528;0.102;2.29845862866011;-0.408954864926795;-0.779486264925638;-1.00071970672996;-2.18821241403366;1;2;12.8676027320185;10.3941818950051;9.05111014640562
1;Hokkaido;2016;2;201602;2016-02-01;5;16;21;-1.09861228866811;;3.7;1446094;141905;42593;0.143;1.46627717042593;1.15438667612702;1.44684594147592;1.58899881539394;-0.208896414811521;2;2;14.1843766865036;11.8629130986091;10.6594451995068
2;Aomori;2016;2;201602;2016-02-01;1;8;9;-1.73460105538811;;4.4;343947;45441;11445;0.154;2.43715553836581;-0.5506650300491;-0.279283587886333;-0.527006079106502;0.322139584979784;2;2;12.7482428547181;10.7241700601951;9.34530823238667
3;Iwate;2016;2;201602;2016-02-01;2;9;11;-1.33500106673234;;3.1;359834;43234;13269;0.163;0.634095712191742;-0.497054416378125;-0.354752567263745;-0.288895749759854;0.756623584809034;2;2;12.7933980929768;10.674382501718;9.49318576653644
4;Miyagi;2016;2;201602;2016-02-01;1;22;23;-2.70805020110221;;3.8;697276;56496;16582;0.129;1.60497408013163;0.288358004911786;0.0507938949659488;0.0699942226934257;-0.884760414545909;2;2;13.4549365941455;10.9419251181682;9.71607304867616
5;Akita;2016;2;201602;2016-02-01;1;2;3;-0.510825623765991;;3.7;281267;41533;12323;0.185;1.46627717042593;-0.789520014200386;-0.415595963300665;-0.407990018642045;1.81869558439164;2;2;12.5470596751185;10.634243570953;9.41922271393812
6;Yamagata;2016;2;201602;2016-02-01;1;16;17;-2.39789527279837;;2.9;317025;38247;11734;0.169;0.356701892780346;-0.647434248268874;-0.540534651125803;-0.486851813760181;1.0462795846952;2;2;12.6667359141031;10.5518204048062;9.3702458894858
7;Fukushima;2016;2;201602;2016-02-01;1;17;18;-2.4567357728213;;3.1;559445;60736;18014;0.15;0.634095712191742;0.0268824237127567;0.160488886485734;0.203368282570322;0.129035585055673;2;2;13.2347004998467;11.0142918819696;9.79890451234369
8;Ibaraki;2016;2;201602;2016-02-01;4;8;12;-0.635988766719997;;3.1;746656;69975;23308;0.124;0.634095712191742;0.36959360109434;0.375131176839774;0.618228534417086;-1.12614041445105;2;2;13.5233598493468;11.1558933143837;10.056551928263
9;Tochigi;2016;2;201602;2016-02-01;3;8;11;-0.887303195000903;;2.9;539657;45757;12966;0.122;0.356701892780346;-0.015872237531109;-0.268778948469381;-0.326090950124512;-1.2226924144131;2;2;13.1986890315397;10.731100064464;9.47008582573494
10;Gunma;2016;2;201602;2016-02-01;3;4;7;-0.251314428280906;;3;570993;51627;15451;0.132;0.495398802486044;0.0511400204007094;-0.0858194593931651;-0.043755824377671;-0.739932414602825;2;2;13.2551322293686;10.851800070433;9.64542900515042
11;Saitama;2016;2;201602;2016-02-01;7;21;28;-1.05314991459135;;3.2;1398901;140058;42221;0.107;0.77279262189744;1.11499462878102;1.42698688423952;1.57487395349966;-1.94683241412852;2;2;14.1511974863116;11.8498119015131;10.6506730065789
